time_index,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,season_autumn,season_spring,season_summer,season_winter,holiday_holiday,holiday_no_holiday,functioning_day_no,functioning_day_yes,rented_bike_count
890,1,-3.9,51,0.2,1535,-12.5,0,0,0,0,0,0,1,0,1,0,1,162
891,2,-4.4,53,0.3,1594,-12.5,0,0,0,0,0,0,1,0,1,0,1,128
892,3,-4.8,56,0.6,1505,-12.2,0,0,0,0,0,0,1,0,1,0,1,102
893,4,-5.1,60,0.7,1377,-11.6,0,0,0,0,0,0,1,0,1,0,1,62
894,5,-5.6,58,0.7,1350,-12.5,0,0,0,0,0,0,1,0,1,0,1,40
895,6,-5.5,52,0.7,1503,-13.8,0,0,0,0,0,0,1,0,1,0,1,38
896,7,-5.6,58,0.9,1368,-12.5,0,0,0,0,0,0,1,0,1,0,1,60
897,8,-5.3,53,1.1,1411,-13.4,0,0,0,0,0,0,1,0,1,0,1,122
898,9,-3.8,49,1.6,1371,-12.9,0.18,0,0,0,0,0,1,0,1,0,1,143
899,10,-1.8,40,1.8,1555,-13.6,0.48,0,0,0,0,0,1,0,1,0,1,179
900,11,0.5,35,1.4,1558,-13.2,0.75,0,0,0,0,0,1,0,1,0,1,214
901,12,1.1,34,0.9,1455,-13,0.6,0,0,0,0,0,1,0,1,0,1,278
902,13,1.4,34,0.8,1394,-12.7,0.5,0,0,0,0,0,1,0,1,0,1,265
903,14,1.9,32,0.7,1368,-13,0.41,0,0,0,0,0,1,0,1,0,1,331
904,15,2.7,31,0.9,1603,-12.7,0.43,0,0,0,0,0,1,0,1,0,1,368
905,16,2.6,32,1,1381,-12.4,0.27,0,0,0,0,0,1,0,1,0,1,333
906,17,2.3,33,0.2,1515,-12.3,0.13,0,0,0,0,0,1,0,1,0,1,349
907,18,1.8,34,1.2,1518,-12.4,0,0,0,0,0,0,1,0,1,0,1,270
908,19,1.6,35,1,1419,-12.2,0,0,0,0,0,0,1,0,1,0,1,246
909,20,1.3,38,0.4,1386,-11.4,0,0,0,0,0,0,1,0,1,0,1,233
910,21,1.2,39,0.6,1378,-11.2,0,0,0,0,0,0,1,0,1,0,1,236
911,22,1.1,40,0.5,1305,-11,0,0,0,0,0,0,1,0,1,0,1,214
912,23,1.1,39,0.6,1422,-11.3,0,0,0,0,0,0,1,0,1,0,1,149
913,0,0.9,42,1.1,1271,-10.5,0,0,0,0,0,0,1,0,1,0,1,149
914,1,0.9,42,0.2,1333,-10.5,0,0,0,0,0,0,1,0,1,0,1,109
915,2,0.8,42,0.5,1275,-10.6,0,0,0,0,0,0,1,0,1,0,1,77
916,3,0.9,43,0.4,1261,-10.2,0,0,0,0,0,0,1,0,1,0,1,53
917,4,1,43,0.8,1253,-10.2,0,0,0,0,0,0,1,0,1,0,1,46
918,5,0.8,42,1,1394,-10.6,0,0,0,0,0,0,1,0,1,0,1,67
919,6,0.8,45,0.7,1268,-9.8,0,0,0,0,0,0,1,0,1,0,1,159
920,7,0.7,44,0.8,1357,-10.1,0,0,0,0,0,0,1,0,1,0,1,374
921,8,0.7,45,0.7,1339,-9.9,0,0,0,0,0,0,1,0,1,0,1,701
922,9,0.8,47,0.9,1070,-9.2,0.05,0,0,0,0,0,1,0,1,0,1,387
923,10,1.3,43,0.8,971,-9.9,0.16,0,0,0,0,0,1,0,1,0,1,253
924,11,1.7,37,0.6,1062,-11.4,0.23,0,0,0,0,0,1,0,1,0,1,278
925,12,2.7,33,2.7,1281,-12,0.6,0,0,0,0,0,1,0,1,0,1,356
926,13,3,32,1.6,1518,-12.1,0.38,0,0,0,0,0,1,0,1,0,1,303
927,14,3.4,31,1.4,1267,-12.1,0.36,0,0,0,0,0,1,0,1,0,1,349
928,15,3.9,33,1.8,1293,-10.9,0.39,0,0,0,0,0,1,0,1,0,1,318
929,16,3.5,36,1.7,1702,-10.2,0.16,0,0,0,0,0,1,0,1,0,1,353
930,17,2.7,50,2.8,1957,-6.7,0.06,0,0,0,0,0,1,0,1,0,1,385
931,18,1.5,70,2.5,638,-3.3,0,0,0,0,0,0,1,0,1,0,1,316
932,19,0.9,88,1.6,290,-0.8,0,0,0.5,0,0,0,1,0,1,0,1,127
933,20,1,89,1.9,407,-0.6,0,0,1,0,0,0,1,0,1,0,1,144
934,21,0.7,77,6.7,692,-2.8,0,0.9,1,0,0,0,1,0,1,0,1,146
935,22,0.1,68,4.6,740,-5.1,0,0,1,0,0,0,1,0,1,0,1,149
936,23,-0.6,62,4.2,936,-6.9,0,0,1,0,0,0,1,0,1,0,1,112
937,0,-1.2,67,4.6,983,-6.5,0,0,1,0,0,0,1,0,1,0,1,100
938,1,-1.9,69,5,791,-6.8,0,0,1,0,0,0,1,0,1,0,1,107
939,2,-2.9,66,3.3,1515,-8.3,0,0,1,0,0,0,1,0,1,0,1,75
940,3,-3.4,67,3.2,1420,-8.6,0,0,0.9,0,0,0,1,0,1,0,1,52
941,4,-4.3,59,4.4,1451,-11.1,0,0,0.9,0,0,0,1,0,1,0,1,38
942,5,-5.1,48,3.2,1821,-14.4,0,0,0.9,0,0,0,1,0,1,0,1,52
943,6,-5.6,52,3.7,1785,-13.9,0,0,0.9,0,0,0,1,0,1,0,1,126
944,7,-5.9,57,3.1,1686,-13,0,0,0.8,0,0,0,1,0,1,0,1,245
945,8,-6,64,3.2,1384,-11.7,0,0,0.7,0,0,0,1,0,1,0,1,554
946,9,-6,61,2.5,1547,-12.3,0.13,0,0.6,0,0,0,1,0,1,0,1,320
947,10,-4.8,57,3,1559,-12,0.47,0,0.5,0,0,0,1,0,1,0,1,190
948,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,0,0,0,1,0,1,0,1,247
949,12,-2.7,45,2.4,1707,-13,1.05,0,0.4,0,0,0,1,0,1,0,1,262
950,13,-2.6,45,4,1663,-12.9,1.11,0,0.3,0,0,0,1,0,1,0,1,265
951,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,0,0,0,1,0,1,0,1,265
952,15,-2.4,51,4.6,1458,-11.1,0.46,0,0,0,0,0,1,0,1,0,1,257
953,16,-2.4,56,3.3,1541,-9.9,0.35,0,0,0,0,0,1,0,1,0,1,262
954,17,-2.9,66,3.6,743,-8.3,0.23,0,0,0,0,0,1,0,1,0,1,332
955,18,-3.8,58,1.7,1996,-10.8,0.01,0,0,0,0,0,1,0,1,0,1,558
956,19,-4.5,57,0.6,2000,-11.7,0,0,0,0,0,0,1,0,1,0,1,364
957,20,-4.9,59,0.6,1992,-11.6,0,0,0,0,0,0,1,0,1,0,1,302
958,21,-4.8,59,0.9,2000,-11.6,0,0,0,0,0,0,1,0,1,0,1,281
959,22,-4.2,67,1.6,503,-9.4,0,0,0,0,0,0,1,0,1,0,1,166
960,23,-4.9,80,0.7,690,-7.8,0,0,0.2,0,0,0,1,0,1,0,1,80
961,0,-5.2,82,0.8,152,-7.7,0,0.5,0.5,0,0,0,1,0,1,0,1,61
962,1,-5.6,75,1.7,1982,-9.3,0,0,0.8,0,0,0,1,0,1,0,1,78
963,2,-5.7,72,1.2,1925,-9.9,0,0,0.8,0,0,0,1,0,1,0,1,63
964,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,0,0,0,1,0,1,0,1,40
965,4,-6.6,72,2.2,2000,-10.8,0,0,0.8,0,0,0,1,0,1,0,1,31
966,5,-7.3,75,1.6,2000,-10.9,0,0,0.8,0,0,0,1,0,1,0,1,39
967,6,-7.7,74,1.1,2000,-11.5,0,0,0.8,0,0,0,1,0,1,0,1,84
968,7,-8,70,1.8,2000,-12.5,0,0,0.7,0,0,0,1,0,1,0,1,158
969,8,-7.9,67,2.6,1896,-12.9,0,0,0.7,0,0,0,1,0,1,0,1,387
970,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7,0,0,0,1,0,1,0,1,225
971,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6,0,0,0,1,0,1,0,1,150
972,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5,0,0,0,1,0,1,0,1,168
973,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5,0,0,0,1,0,1,0,1,217
974,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4,0,0,0,1,0,1,0,1,207
975,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3,0,0,0,1,0,1,0,1,177
976,15,-5.3,33,4.8,2000,-19,0.99,0,0.3,0,0,0,1,0,1,0,1,193
977,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2,0,0,0,1,0,1,0,1,196
978,17,-6.5,34,4,2000,-19.8,0.31,0,0,0,0,0,1,0,1,0,1,266
979,18,-7.8,32,4.5,2000,-21.6,0.02,0,0,0,0,0,1,0,1,0,1,437
980,19,-8.5,35,2.9,2000,-21.2,0,0,0,0,0,0,1,0,1,0,1,259
981,20,-8.9,41,2.3,2000,-19.7,0,0,0,0,0,0,1,0,1,0,1,207
982,21,-9.4,47,2,2000,-18.6,0,0,0,0,0,0,1,0,1,0,1,214
983,22,-9.7,51,2.8,2000,-17.9,0,0,0,0,0,0,1,0,1,0,1,165
984,23,-10.2,53,3.3,1997,-17.9,0,0,0,0,0,0,1,0,1,0,1,139
985,0,-10.3,54,2.4,1988,-17.8,0,0,0,0,0,0,1,0,1,0,1,98
986,1,-10.6,55,2.9,1987,-17.9,0,0,0,0,0,0,1,0,1,0,1,100
987,2,-10.9,57,2.7,1900,-17.7,0,0,0,0,0,0,1,0,1,0,1,89
988,3,-11.2,59,2.9,1872,-17.6,0,0,0,0,0,0,1,0,1,0,1,38
989,4,-11.5,57,2.3,1899,-18.3,0,0,0,0,0,0,1,0,1,0,1,33
990,5,-11.9,61,1.8,1759,-17.9,0,0,0,0,0,0,1,0,1,0,1,42
991,6,-12,61,2.3,1709,-18,0,0,0,0,0,0,1,0,1,0,1,82
992,7,-12.3,59,2.3,1738,-18.6,0,0,0,0,0,0,1,0,1,0,1,203
993,8,-12.6,61,1.6,1610,-18.5,0,0,0,0,0,0,1,0,1,0,1,443
994,9,-12,53,2.6,1781,-19.6,0.16,0,0,0,0,0,1,0,1,0,1,227
995,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,0,0,0,1,0,1,0,1,152
996,11,-10.2,41,3.5,1629,-20.9,0.84,0,0,0,0,0,1,0,1,0,1,146
997,12,-8.6,40,2.6,1700,-19.8,1.11,0,0,0,0,0,1,0,1,0,1,187
998,13,-8.6,41,3.4,1593,-19.5,1.2,0,0,0,0,0,1,0,1,0,1,178
999,14,-7.4,38,3.3,1718,-19.3,1.15,0,0,0,0,0,1,0,1,0,1,187
1000,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,0,0,0,1,0,1,0,1,181
1001,16,-8.2,39,2.8,1807,-19.7,0.63,0,0,0,0,0,1,0,1,0,1,179
1002,17,-9.3,43,2.8,1900,-19.6,0.28,0,0,0,0,0,1,0,1,0,1,219
1003,18,-10.4,43,2.3,1985,-20.6,0.02,0,0,0,0,0,1,0,1,0,1,352
1004,19,-10.9,44,3,2000,-20.7,0,0,0,0,0,0,1,0,1,0,1,251
1005,20,-11.6,49,1.8,1953,-20.1,0,0,0,0,0,0,1,0,1,0,1,177
1006,21,-12.4,51,2.2,1992,-20.4,0,0,0,0,0,0,1,0,1,0,1,162
1007,22,-12.9,52,2.8,2000,-20.7,0,0,0,0,0,0,1,0,1,0,1,172
1008,23,-13.2,51,1.5,1972,-21.2,0,0,0,0,0,0,1,0,1,0,1,119
1009,0,-13.6,49,1.6,2000,-22,0,0,0,0,0,0,1,0,1,0,1,105
1010,1,-13.7,47,3,2000,-22.6,0,0,0,0,0,0,1,0,1,0,1,99
1011,2,-13.8,43,2.6,2000,-23.7,0,0,0,0,0,0,1,0,1,0,1,83
1012,3,-14.1,45,1.8,2000,-23.4,0,0,0,0,0,0,1,0,1,0,1,42
1013,4,-14.3,45,2,2000,-23.6,0,0,0,0,0,0,1,0,1,0,1,30
1014,5,-14.6,45,1.1,2000,-23.9,0,0,0,0,0,0,1,0,1,0,1,35
1015,6,-14.9,45,2.3,2000,-24.2,0,0,0,0,0,0,1,0,1,0,1,92
1016,7,-15.1,45,0.9,2000,-24.4,0,0,0,0,0,0,1,0,1,0,1,189
1017,8,-15.1,44,1.2,2000,-24.6,0,0,0,0,0,0,1,0,1,0,1,419
1018,9,-14.9,40,1.2,1999,-25.5,0.16,0,0,0,0,0,1,0,1,0,1,196
1019,10,-13,37,2.2,1960,-24.6,0.59,0,0,0,0,0,1,0,1,0,1,119
1020,11,-11.2,31,2.4,1944,-25,0.94,0,0,0,0,0,1,0,1,0,1,140
1021,12,-9.6,27,2,1945,-25.1,1.17,0,0,0,0,0,1,0,1,0,1,178
1022,13,-8.2,29,2,1920,-23.1,1.19,0,0,0,0,0,1,0,1,0,1,177
1023,14,-7.2,28,2.3,1990,-22.6,1.14,0,0,0,0,0,1,0,1,0,1,173
1024,15,-6.5,26,2.4,1987,-22.8,0.96,0,0,0,0,0,1,0,1,0,1,177
1025,16,-5.8,21,1.1,2000,-24.6,0.66,0,0,0,0,0,1,0,1,0,1,196
1026,17,-6.5,22,1.5,2000,-24.7,0.28,0,0,0,0,0,1,0,1,0,1,259
1027,18,-7.5,28,2,2000,-22.9,0.02,0,0,0,0,0,1,0,1,0,1,405
1028,19,-8.2,32,1.1,2000,-22,0,0,0,0,0,0,1,0,1,0,1,273
1029,20,-7.9,31,1.4,2000,-22.1,0,0,0,0,0,0,1,0,1,0,1,210
1030,21,-7.4,33,1.4,2000,-20.9,0,0,0,0,0,0,1,0,1,0,1,184
1031,22,-6.9,39,1.6,2000,-18.5,0,0,0,0,0,0,1,0,1,0,1,186
1032,23,-6.7,36,1.3,1821,-19.3,0,0,0,0,0,0,1,0,1,0,1,144
1033,0,-6.6,39,1.6,1930,-18.2,0,0,0,0,0,0,1,0,1,0,1,152
1034,1,-6.5,45,0.5,1964,-16.4,0,0,0,0,0,0,1,0,1,0,1,168
1035,2,-6.4,40,0.9,2000,-17.8,0,0,0,0,0,0,1,0,1,0,1,145
1036,3,-6.5,42,0.7,1996,-17.3,0,0,0,0,0,0,1,0,1,0,1,77
1037,4,-6.4,46,0.8,1993,-16.1,0,0,0,0,0,0,1,0,1,0,1,47
1038,5,-6.3,51,0.8,2000,-14.8,0,0,0,0,0,0,1,0,1,0,1,40
1039,6,-6.4,59,0.6,887,-13.1,0,0,0,0,0,0,1,0,1,0,1,42
1040,7,-6.5,68,0.6,571,-11.4,0,0,0,0,0,0,1,0,1,0,1,43
1041,8,-6.5,72,0.8,670,-10.7,0,0,0.2,0,0,0,1,0,1,0,1,67
1042,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,0,0,0,1,0,1,0,1,102
1043,10,-5.5,72,0.7,1354,-9.7,0.29,0,0.6,0,0,0,1,0,1,0,1,106
1044,11,-4.8,70,1,1244,-9.4,0.21,0,0.6,0,0,0,1,0,1,0,1,133
1045,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,0,0,0,1,0,1,0,1,174
1046,13,-2.5,62,1.4,1087,-8.7,0.66,0,0,0,0,0,1,0,1,0,1,212
1047,14,-1.8,62,0.7,936,-8.1,0.55,0,0,0,0,0,1,0,1,0,1,215
1048,15,-1.5,62,0.9,957,-7.8,0.28,0,0,0,0,0,1,0,1,0,1,251
1049,16,-1.2,63,0.9,876,-7.3,0.19,0,0,0,0,0,1,0,1,0,1,249
1050,17,-1.4,68,1,761,-6.5,0.11,0,0,0,0,0,1,0,1,0,1,277
1051,18,-2.6,73,1,684,-6.7,0.01,0,0,0,0,0,1,0,1,0,1,223
1052,19,-3.3,76,0.8,633,-6.9,0,0,0,0,0,0,1,0,1,0,1,167
1053,20,-3.9,78,1.1,596,-7.1,0,0,0,0,0,0,1,0,1,0,1,158
1054,21,-4.1,79,0.7,522,-7.2,0,0,0,0,0,0,1,0,1,0,1,156
1055,22,-4.3,81,0.4,435,-7,0,0,0,0,0,0,1,0,1,0,1,168
1056,23,-4.4,81,0.7,420,-7.1,0,0,0,0,0,0,1,0,1,0,1,131
1057,0,-4.4,81,0.7,414,-7.1,0,0,0,0,0,0,1,0,1,0,1,149
1058,1,-3.7,79,0.9,438,-6.8,0,0,0,0,0,0,1,0,1,0,1,150
1059,2,-3.5,78,1,444,-6.7,0,0,0,0,0,0,1,0,1,0,1,111
1060,3,-3.6,78,1.6,471,-6.8,0,0,0,0,0,0,1,0,1,0,1,79
1061,4,-4,79,1.2,453,-7.1,0,0,0,0,0,0,1,0,1,0,1,48
1062,5,-4.2,79,1.2,442,-7.3,0,0,0,0,0,0,1,0,1,0,1,29
1063,6,-4.3,79,1.1,433,-7.4,0,0,0,0,0,0,1,0,1,0,1,49
1064,7,-4.4,80,1.4,411,-7.3,0,0,0,0,0,0,1,0,1,0,1,59
1065,8,-3.8,79,0.8,412,-6.9,0,0,0,0,0,0,1,0,1,0,1,81
1066,9,-3.4,77,1.6,432,-6.8,0.12,0,0,0,0,0,1,0,1,0,1,118
1067,10,-2.1,72,1.7,489,-6.4,0.34,0,0,0,0,0,1,0,1,0,1,134
1068,11,-0.5,64,0.7,537,-6.4,0.49,0,0,0,0,0,1,0,1,0,1,174
1069,12,1.2,58,0.8,550,-6.1,0.74,0,0,0,0,0,1,0,1,0,1,226
1070,13,3,52,1.4,568,-5.9,0.9,0,0,0,0,0,1,0,1,0,1,272
1071,14,3.7,53,0.6,592,-5,0.74,0,0,0,0,0,1,0,1,0,1,304
1072,15,4.6,50,0.9,824,-4.9,0.62,0,0,0,0,0,1,0,1,0,1,353
1073,16,5.3,49,1.8,982,-4.5,0.43,0,0,0,0,0,1,0,1,0,1,366
1074,17,4.5,51,1.1,1244,-4.7,0.17,0,0,0,0,0,1,0,1,0,1,302
1075,18,4.1,53,1.3,1132,-4.6,0,0,0,0,0,0,1,0,1,0,1,250
1076,19,3.9,54,1.1,1102,-4.5,0,0,0,0,0,0,1,0,1,0,1,208
1077,20,3.5,55,1,1100,-4.7,0,0,0,0,0,0,1,0,1,0,1,210
1078,21,3.1,58,0.4,936,-4.3,0,0,0,0,0,0,1,0,1,0,1,213
1079,22,2.8,60,0.6,829,-4.2,0,0,0,0,0,0,1,0,1,0,1,196
1080,23,2.7,60,0.6,794,-4.3,0,0,0,0,0,0,1,0,1,0,1,144
1081,0,3,60,0.5,842,-4,0,0,0,0,0,0,1,0,1,0,1,171
1082,1,3,62,0.9,835,-3.5,0,0,0,0,0,0,1,0,1,0,1,122
1083,2,3.6,65,0.9,959,-2.3,0,0,0,0,0,0,1,0,1,0,1,74
1084,3,4.4,70,1.7,928,-0.6,0,0,0,0,0,0,1,0,1,0,1,58
1085,4,4.9,73,1.8,881,0.4,0,0,0,0,0,0,1,0,1,0,1,38
1086,5,5,76,1.9,808,1.1,0,0,0,0,0,0,1,0,1,0,1,55
1087,6,4.9,83,3,582,2.2,0,0,0,0,0,0,1,0,1,0,1,82
1088,7,4.4,87,1,357,2.4,0,0,0,0,0,0,1,0,1,0,1,209
1089,8,4.1,85,1.1,470,1.7,0,0,0,0,0,0,1,0,1,0,1,444
1090,9,3.9,86,1.7,399,1.7,0.11,0.2,0,0,0,0,1,0,1,0,1,303
1091,10,4.2,82,2.2,560,1.3,0.22,0,0,0,0,0,1,0,1,0,1,212
1092,11,4.7,75,2.3,533,0.6,0.54,0,0,0,0,0,1,0,1,0,1,254
1093,12,6.2,64,1.9,549,-0.1,0.79,0,0,0,0,0,1,0,1,0,1,311
1094,13,6.1,61,2.3,534,-0.8,0.91,0,0,0,0,0,1,0,1,0,1,309
1095,14,7.1,52,2.1,646,-2.1,0.76,0,0,0,0,0,1,0,1,0,1,306
1096,15,7.4,38,1.7,817,-6,0.63,0,0,0,0,0,1,0,1,0,1,349
1097,16,7.5,37,0.9,813,-6.2,0.48,0,0,0,0,0,1,0,1,0,1,365
1098,17,6.5,40,0.8,804,-6.1,0.23,0,0,0,0,0,1,0,1,0,1,455
1099,18,5.2,44,1.3,647,-6,0,0,0,0,0,0,1,0,1,0,1,555
1100,19,4.4,53,1.2,538,-4.3,0,0,0,0,0,0,1,0,1,0,1,444
1101,20,3.7,58,1.3,474,-3.8,0,0,0,0,0,0,1,0,1,0,1,321
1102,21,3.4,59,0.8,471,-3.8,0,0,0,0,0,0,1,0,1,0,1,334
1103,22,3,61,1.6,460,-3.8,0,0,0,0,0,0,1,0,1,0,1,333
1104,23,2.4,63,0.6,443,-3.9,0,0,0,0,0,0,1,0,1,0,1,230
1105,0,1.8,67,1.2,387,-3.6,0,0,0,0,0,0,1,0,1,0,1,212
1106,1,1.2,64,0.7,455,-4.8,0,0,0,0,0,0,1,0,1,0,1,207
1107,2,0.5,72,0.7,385,-3.9,0,0,0,0,0,0,1,0,1,0,1,141
1108,3,0.3,70,0.6,438,-4.5,0,0,0,0,0,0,1,0,1,0,1,81
1109,4,0.8,65,0.7,502,-5,0,0,0,0,0,0,1,0,1,0,1,51
1110,5,1.1,64,0.5,505,-4.9,0,0,0,0,0,0,1,0,1,0,1,58
1111,6,1.2,69,0.6,436,-3.8,0,0,0,0,0,0,1,0,1,0,1,140
1112,7,1.1,69,0.6,418,-3.9,0,0,0,0,0,0,1,0,1,0,1,318
1113,8,1.2,68,0.6,411,-4,0,0,0,0,0,0,1,0,1,0,1,650
1114,9,1.9,65,0.8,402,-3.9,0.06,0,0,0,0,0,1,0,1,0,1,376
1115,10,2.7,60,0.5,392,-4.3,0.18,0,0,0,0,0,1,0,1,0,1,221
1116,11,3.9,57,0.8,363,-3.8,0.28,0,0,0,0,0,1,0,1,0,1,256
1117,12,5.2,52,1.2,349,-3.8,0.45,0,0,0,0,0,1,0,1,0,1,276
1118,13,5.8,47,0.8,382,-4.6,0.53,0,0,0,0,0,1,0,1,0,1,296
1119,14,6.5,43,0.8,468,-5.2,0.52,0,0,0,0,0,1,0,1,0,1,276
1120,15,6.3,40,0.3,498,-6.3,0.19,0,0,0,0,0,1,0,1,0,1,250
1121,16,5.8,50,0.9,547,-3.8,0.11,0,0,0,0,0,1,0,1,0,1,277
1122,17,5.2,58,0.8,462,-2.4,0.08,0,0,0,0,0,1,0,1,0,1,381
1123,18,4.9,59,1.4,427,-2.4,0,0,0,0,0,0,1,0,1,0,1,592
1124,19,4.6,57,1,432,-3.2,0,0,0,0,0,0,1,0,1,0,1,409
1125,20,4.5,58,0.8,383,-3,0,0,0,0,0,0,1,0,1,0,1,332
1126,21,4.3,56,0.7,434,-3.7,0,0,0,0,0,0,1,0,1,0,1,342
1127,22,4,57,0.3,430,-3.7,0,0,0,0,0,0,1,0,1,0,1,321
1128,23,3.9,60,0.9,379,-3.1,0,0,0,0,0,0,1,0,1,0,1,242
1129,0,3.5,62,0.4,382,-3.1,0,0,0,0,0,0,1,0,1,0,1,204
1130,1,3.3,64,0.4,339,-2.8,0,0,0,0,0,0,1,0,1,0,1,183
1131,2,3.1,65,0.8,310,-2.8,0,0,0,0,0,0,1,0,1,0,1,140
1132,3,3,67,0.8,297,-2.5,0,0,0,0,0,0,1,0,1,0,1,75
1133,4,3,68,0.5,322,-2.3,0,0,0,0,0,0,1,0,1,0,1,55
1134,5,2.9,66,0.8,325,-2.8,0,0,0,0,0,0,1,0,1,0,1,72
1135,6,2.7,71,1.1,270,-2,0,0,0,0,0,0,1,0,1,0,1,115
1136,7,2.5,71,0.9,289,-2.2,0,0,0,0,0,0,1,0,1,0,1,272
1137,8,2.6,70,0.6,296,-2.3,0,0,0,0,0,0,1,0,1,0,1,537
1138,9,3,66,0.7,306,-2.7,0.12,0,0,0,0,0,1,0,1,0,1,337
1139,10,4.3,58,0.5,401,-3.2,0.23,0,0,0,0,0,1,0,1,0,1,212
1140,11,6,51,1,436,-3.3,0.55,0,0,0,0,0,1,0,1,0,1,270
1141,12,8.1,51,1.4,367,-1.4,0.75,0,0,0,0,0,1,0,1,0,1,310
1142,13,8,54,1.8,435,-0.7,0.57,0,0,0,0,0,1,0,1,0,1,273
1143,14,7.7,54,2.6,313,-1,0.58,0,0,0,0,0,1,0,1,0,1,258
1144,15,8.5,49,1.3,400,-1.6,0.73,0,0,0,0,0,1,0,1,0,1,278
1145,16,8.3,54,1.2,330,-0.4,0.44,0,0,0,0,0,1,0,1,0,1,314
1146,17,7.2,57,3.3,342,-0.7,0.19,0,0,0,0,0,1,0,1,0,1,380
1147,18,5.2,62,2.9,503,-1.5,0.01,0,0,0,0,0,1,0,1,0,1,501
1148,19,4.2,68,2.4,446,-1.1,0,0,0,0,0,0,1,0,1,0,1,360
1149,20,3.5,72,1.7,361,-1,0,0,0,0,0,0,1,0,1,0,1,286
1150,21,3.1,74,1.1,333,-1,0,0,0,0,0,0,1,0,1,0,1,320
1151,22,2.8,74,0.5,309,-1.3,0,0,0,0,0,0,1,0,1,0,1,313
1152,23,2.7,74,0.8,291,-1.4,0,0,0,0,0,0,1,0,1,0,1,227
1153,0,2.7,73,1,290,-1.6,0,0,0,0,0,0,1,0,1,0,1,215
1154,1,3.2,72,1.9,306,-1.3,0,0,0,0,0,0,1,0,1,0,1,190
1155,2,3.3,73,1.2,288,-1,0,0,0,0,0,0,1,0,1,0,1,137
1156,3,3.6,74,1.7,273,-0.6,0,0,0,0,0,0,1,0,1,0,1,95
1157,4,3.3,80,2.1,232,0.1,0,0,0,0,0,0,1,0,1,0,1,50
1158,5,2.6,82,2,229,-0.1,0,0,0,0,0,0,1,0,1,0,1,68
1159,6,2.2,82,2,211,-0.5,0,0,0,0,0,0,1,0,1,0,1,107
1160,7,1.5,86,1.1,189,-0.5,0,0,0,0,0,0,1,0,1,0,1,279
1161,8,1.1,86,1.2,197,-0.9,0,0,0,0,0,0,1,0,1,0,1,537
1162,9,1.2,84,2.1,210,-1.2,0.07,0,0,0,0,0,1,0,1,0,1,305
1163,10,1.4,81,2.1,255,-1.5,0.21,0,0,0,0,0,1,0,1,0,1,188
1164,11,1.8,75,1.8,301,-2.1,0.35,0,0,0,0,0,1,0,1,0,1,261
1165,12,2.5,72,2.4,256,-2,0,0,0,0,0,0,1,0,1,0,1,267
1166,13,3.5,54,3.2,463,-4.9,0.68,0,0,0,0,0,1,0,1,0,1,307
1167,14,4.4,42,2.3,719,-7.4,0.72,0,0,0,0,0,1,0,1,0,1,301
1168,15,4.2,36,2.3,957,-9.5,0.57,0,0,0,0,0,1,0,1,0,1,269
1169,16,3.6,42,2.4,883,-8.1,0.29,0,0,0,0,0,1,0,1,0,1,328
1170,17,2.8,46,2.1,858,-7.6,0.14,0,0,0,0,0,1,0,1,0,1,416
1171,18,2,39,2.1,1259,-10.5,0.01,0,0,0,0,0,1,0,1,0,1,506
1172,19,1.5,41,1,1210,-10.3,0,0,0,0,0,0,1,0,1,0,1,365
1173,20,1.1,44,1.2,1171,-9.8,0,0,0,0,0,0,1,0,1,0,1,303
1174,21,0.8,45,1.5,1184,-9.8,0,0,0,0,0,0,1,0,1,0,1,339
1175,22,0.7,45,2,1084,-9.9,0,0,0,0,0,0,1,0,1,0,1,318
1176,23,0.6,47,2.3,1046,-9.4,0,0,0,0,0,0,1,0,1,0,1,232
1177,0,0.3,45,1.8,1154,-10.2,0,0,0,0,0,0,1,0,1,0,1,211
1178,1,0,43,1.7,1250,-11.1,0,0,0,0,0,0,1,0,1,0,1,207
1179,2,-0.3,44,1.7,1295,-11.1,0,0,0,0,0,0,1,0,1,0,1,140
1180,3,-0.6,43,1.7,1316,-11.6,0,0,0,0,0,0,1,0,1,0,1,93
1181,4,-0.7,45,1.4,1241,-11.1,0,0,0,0,0,0,1,0,1,0,1,58
1182,5,-1.4,47,1.4,1301,-11.2,0,0,0,0,0,0,1,0,1,0,1,61
1183,6,-1.8,49,1.4,1359,-11.1,0,0,0,0,0,0,1,0,1,0,1,151
